Gene stable ID,Gene description,Gene type,Gene name
ENSG00000204860,family with sequence similarity 201 member A [Source:HGNC Symbol;Acc:HGNC:27239],lncRNA,FAM201A
ENSG00000253775,novel transcript,lncRNA,
ENSG00000105613,microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034],protein_coding,MAST1
ENSG00000249328,novel transcript,lncRNA,
ENSG00000299910,novel transcript,lncRNA,
ENSG00000299928,novel transcript,lncRNA,
ENSG00000233242,novel transcript,lncRNA,
ENSG00000301336,"novel transcript, antisense to LOF:PLEKHA2 and PLEKHA2",lncRNA,
ENSG00000301345,novel transcript,lncRNA,
ENSG00000301347,novel transcript,lncRNA,
ENSG00000301371,novel transcript,lncRNA,
ENSG00000299969,novel transcript,lncRNA,
ENSG00000253300,novel transcript,lncRNA,
ENSG00000300025,novel transcript,lncRNA,
ENSG00000286670,"novel transcript, antisense to VLDLR",lncRNA,
ENSG00000245149,RNF139 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48940],lncRNA,RNF139-DT
ENSG00000300119,novel transcript,lncRNA,
ENSG00000300139,novel transcript,lncRNA,
ENSG00000233926,TLE1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55701],lncRNA,TLE1-DT
ENSG00000300135,"novel transcript, antisense to BCL2L2",lncRNA,
ENSG00000300158,novel transcript,lncRNA,
ENSG00000295998,novel transcript,lncRNA,
ENSG00000232591,long intergenic non-protein coding RNA 2642 [Source:HGNC Symbol;Acc:HGNC:54124],lncRNA,LINC02642
ENSG00000300168,novel transcript,lncRNA,
ENSG00000200456,"RNA, U6 small nuclear 1097, pseudogene [Source:HGNC Symbol;Acc:HGNC:48060]",snRNA,RNU6-1097P
ENSG00000225443,ribosomal protein L36a pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:35650],processed_pseudogene,RPL36AP27
ENSG00000300185,novel transcript,lncRNA,
ENSG00000015520,NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898],protein_coding,NPC1L1
ENSG00000270087,novel transcript,lncRNA,
ENSG00000300201,novel transcript,lncRNA,
ENSG00000253103,long intergenic non-protein coding RNA 1609 [Source:HGNC Symbol;Acc:HGNC:51663],lncRNA,LINC01609
ENSG00000300243,"novel transcript, antisense to MOB3B",lncRNA,
ENSG00000227958,novel transcript,lncRNA,
ENSG00000296025,novel transcript,lncRNA,
ENSG00000300266,"novel transcript, antisense to HMCN2",lncRNA,
ENSG00000258675,long intergenic non-protein coding RNA 2308 [Source:HGNC Symbol;Acc:HGNC:53227],lncRNA,LINC02308
ENSG00000296036,"novel transcript, antisense to MGMT",lncRNA,
ENSG00000287355,"novel transcript, sense intronic to MOB3B",lncRNA,
ENSG00000296042,novel transcript,lncRNA,
ENSG00000255202,novel transcript,lncRNA,
ENSG00000235645,long intergenic non-protein coding RNA 2651 [Source:HGNC Symbol;Acc:HGNC:54136],lncRNA,LINC02651
ENSG00000227555,MIR4290 host gene [Source:HGNC Symbol;Acc:HGNC:27861],lncRNA,MIR4290HG
ENSG00000205177,chromosome 11 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:34444],protein_coding,C11orf91
ENSG00000105499,phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037],protein_coding,PLA2G4C
ENSG00000300197,novel transcript,lncRNA,
ENSG00000296045,"novel transcript, antisense to STAMBPL1",lncRNA,
ENSG00000283141,long intergenic non-protein coding RNA 2666 [Source:HGNC Symbol;Acc:HGNC:54152],lncRNA,LINC02666
ENSG00000300382,novel transcript,lncRNA,
ENSG00000300408,novel transcript,lncRNA,
ENSG00000300202,novel transcript,lncRNA,
ENSG00000296059,novel transcript,lncRNA,
ENSG00000300420,"novel transcript, antisense to NFX1",lncRNA,
ENSG00000110429,F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582],protein_coding,FBXO3
ENSG00000230573,long intergenic non-protein coding RNA 2639 [Source:HGNC Symbol;Acc:HGNC:54122],lncRNA,LINC02639
ENSG00000300428,novel transcript,lncRNA,
ENSG00000226566,novel transcript,lncRNA,
ENSG00000300221,novel transcript,lncRNA,
ENSG00000300457,novel transcript,lncRNA,
ENSG00000253596,novel transcript,lncRNA,
ENSG00000231131,lncRNA activating regulator of DKK1 [Source:HGNC Symbol;Acc:HGNC:50913],lncRNA,LNCAROD
ENSG00000184007,protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635],protein_coding,PTP4A2
ENSG00000301454,novel transcript,lncRNA,
ENSG00000300222,novel transcript,lncRNA,
ENSG00000301458,"novel transcript, antisense to MTSS1",lncRNA,
ENSG00000300253,novel transcript,lncRNA,
ENSG00000301464,novel transcript,lncRNA,
ENSG00000300281,novel transcript,lncRNA,
ENSG00000253656,novel transcript,lncRNA,
ENSG00000300282,novel transcript,lncRNA,
ENSG00000300460,"novel transcript, antisense to FOXD4L3 and CBWD3",lncRNA,
ENSG00000258657,"novel transcript, antisense to GZMB",lncRNA,
ENSG00000226904,novel transcript,lncRNA,
ENSG00000301476,"novel transcript, antisense to TATDN1",lncRNA,
ENSG00000301490,"novel transcript, antisense to PKHD1L1 and KB-1171G1.1 and EBAG9",lncRNA,
ENSG00000287739,"novel transcript, antisense to SDR42E2",lncRNA,
ENSG00000234798,decapping exoribonuclease [Source:HGNC Symbol;Acc:HGNC:2992],protein_coding,DXO
ENSG00000288727,"novel transcript, antisense to NUP214",lncRNA,
ENSG00000208017,microRNA 140 [Source:HGNC Symbol;Acc:HGNC:31527],miRNA,MIR140
ENSG00000234394,long intergenic non-protein coding RNA 3025 [Source:NCBI gene (formerly Entrezgene);Acc:440896],lncRNA,LINC03025
ENSG00000157322,C-type lectin domain family 18 member A [Source:HGNC Symbol;Acc:HGNC:30388],protein_coding,CLEC18A
ENSG00000300297,"novel transcript, antisense to SYNE2",lncRNA,
ENSG00000300403,novel transcript,lncRNA,
ENSG00000301491,novel transcript,lncRNA,
ENSG00000293482,novel transcript,lncRNA,
ENSG00000301506,novel transcript,lncRNA,
ENSG00000301510,novel transcript,lncRNA,
ENSG00000301520,novel transcript,lncRNA,
ENSG00000300529,novel transcript,lncRNA,
ENSG00000253474,novel transcript,lncRNA,
ENSG00000286823,"novel transcript, antisense to C9orf57",lncRNA,
ENSG00000300558,"novel transcript, antisense to DNLZ and CARD9",lncRNA,
ENSG00000163406,solute carrier family 15 member 2 [Source:HGNC Symbol;Acc:HGNC:10921],protein_coding,SLC15A2
ENSG00000300573,novel transcript,lncRNA,
ENSG00000300577,"novel transcript, antisense to RABEPK",lncRNA,
ENSG00000300582,"novel transcript, antisense to PLPP7",lncRNA,
ENSG00000289000,novel transcript,lncRNA,
ENSG00000228395,novel transcript,lncRNA,
ENSG00000300658,novel transcript,lncRNA,
ENSG00000271959,"novel transcript, antisense to MROH5",lncRNA,
ENSG00000270332,SMC2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50827],lncRNA,SMC2-DT
ENSG00000271780,novel transcript,lncRNA,
ENSG00000296101,novel transcript,lncRNA,
ENSG00000301711,"novel transcript, antisense to TEX15",lncRNA,
ENSG00000300525,novel transcript,lncRNA,
ENSG00000301773,novel transcript,lncRNA,
ENSG00000236892,novel transcript,lncRNA,
ENSG00000300533,novel transcript,lncRNA,
ENSG00000289482,novel transcript,lncRNA,
ENSG00000258672,novel transcript,lncRNA,
ENSG00000296123,novel transcript,lncRNA,
ENSG00000301812,novel transcript,lncRNA,
ENSG00000296125,novel transcript,lncRNA,
ENSG00000258982,YY1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56936],lncRNA,YY1-DT
ENSG00000244998,"antisense transcript of PTP4A3, liver carcinoma survival associated [Source:HGNC Symbol;Acc:HGNC:56718]",lncRNA,ASTILCS
ENSG00000296126,"novel transcript, antisense to CUBN",lncRNA,
ENSG00000301921,novel transcript,lncRNA,
ENSG00000233515,long intergenic non-protein coding RNA 1518 [Source:HGNC Symbol;Acc:HGNC:51216],lncRNA,LINC01518
ENSG00000301980,novel transcript,lncRNA,
ENSG00000285483,long intergenic non-protein coding RNA 3094 [Source:HGNC Symbol;Acc:HGNC:56725],lncRNA,LINC03094
ENSG00000157077,zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775],protein_coding,ZFYVE9
ENSG00000301996,"novel transcript, antisense to MTUS1",lncRNA,
ENSG00000253389,"novel transcript, antisense to ANK1",lncRNA,
ENSG00000300624,"novel transcript, antisense to TEP1",lncRNA,
ENSG00000224825,RORB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49803],lncRNA,RORB-AS1
ENSG00000236250,serine/threonine kinase 19 [Source:HGNC Symbol;Acc:HGNC:11398],protein_coding,STK19
ENSG00000300626,novel transcript,lncRNA,
ENSG00000302011,"novel transcript, antisense to TRAPPC9",lncRNA,
ENSG00000259133,"novel transcript, antisense to TMEM260",lncRNA,
ENSG00000302013,"novel transcript, antisense to CSMD1",lncRNA,
ENSG00000296145,novel transcript,lncRNA,
ENSG00000253168,novel transcript,lncRNA,
ENSG00000296147,"novel transcript, antisense to CUBN",lncRNA,
ENSG00000296148,novel transcript,lncRNA,
ENSG00000302028,"novel transcript, antisense to RGS20",lncRNA,
ENSG00000296160,"novel transcript, antisense to KCNMA1",lncRNA,
ENSG00000285884,novel transcript,lncRNA,
ENSG00000302029,novel transcript,lncRNA,
ENSG00000300682,"novel transcript, antisense to OTX2",lncRNA,
ENSG00000287535,novel transcript,lncRNA,
ENSG00000289514,"novel transcript, antisense to ANK1",lncRNA,
ENSG00000296170,novel transcript,lncRNA,
ENSG00000300734,novel transcript,lncRNA,
ENSG00000302088,novel transcript,lncRNA,
ENSG00000300783,novel transcript,lncRNA,
ENSG00000302098,"novel transcript, antisense to MTDH",lncRNA,
ENSG00000302107,novel transcript,lncRNA,
ENSG00000300806,novel transcript,lncRNA,
ENSG00000300826,novel transcript,lncRNA,
ENSG00000300830,"novel transcript, antisense to CATSPERB",lncRNA,
ENSG00000300863,novel transcript,lncRNA,
ENSG00000258662,"novel transcript, antisense to NRXN3",lncRNA,
ENSG00000230109,long intergenic non-protein coding RNA 2643 [Source:HGNC Symbol;Acc:HGNC:54126],lncRNA,LINC02643
ENSG00000300908,novel transcript,lncRNA,
ENSG00000300896,novel transcript,lncRNA,
ENSG00000300910,novel transcript,lncRNA,
ENSG00000269420,PLA2G4C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51585],lncRNA,PLA2G4C-AS1
ENSG00000258847,novel transcript,lncRNA,
ENSG00000136271,DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193],protein_coding,DDX56
ENSG00000291061,novel transcript,lncRNA,
ENSG00000296213,novel transcript,lncRNA,
ENSG00000185453,zinc finger SWIM-type containing 9 [Source:HGNC Symbol;Acc:HGNC:34495],protein_coding,ZSWIM9
ENSG00000296229,novel transcript,lncRNA,
ENSG00000296228,novel transcript,lncRNA,
ENSG00000288735,novel transcript,lncRNA,
ENSG00000296244,novel transcript,lncRNA,
ENSG00000261683,long intergenic non-protein coding RNA 838 [Source:HGNC Symbol;Acc:HGNC:44963],lncRNA,LINC00838
ENSG00000300967,novel transcript,lncRNA,
ENSG00000300981,"novel transcript, antisense to FUT8",lncRNA,
ENSG00000300987,novel transcript,lncRNA,
ENSG00000231920,NEBL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44899],lncRNA,NEBL-AS1
ENSG00000253322,novel transcript,lncRNA,
ENSG00000105483,caspase recruitment domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17057],protein_coding,CARD8
ENSG00000276116,FUT8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44294],lncRNA,FUT8-AS1
ENSG00000258502,long intergenic non-protein coding RNA 2290 [Source:HGNC Symbol;Acc:HGNC:53206],lncRNA,LINC02290
ENSG00000302147,novel transcript,lncRNA,
ENSG00000231298,mitotically associated long non coding RNA [Source:HGNC Symbol;Acc:HGNC:44678],lncRNA,MANCR
ENSG00000254111,novel transcript,lncRNA,
ENSG00000301002,novel transcript,lncRNA,
ENSG00000234692,novel transcript,lncRNA,
ENSG00000301032,novel transcript,lncRNA,
ENSG00000301055,novel transcript,lncRNA,
ENSG00000140463,Bardet-Biedl syndrome 4 [Source:HGNC Symbol;Acc:HGNC:969],protein_coding,BBS4
ENSG00000301087,"novel transcript, antisense to CDK5RAP2",lncRNA,
ENSG00000178732,glycoprotein V platelet [Source:HGNC Symbol;Acc:HGNC:4443],protein_coding,GP5
ENSG00000301144,"novel transcript, sense intronic to ADAMTSL1",lncRNA,
ENSG00000246339,EXTL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27985],lncRNA,EXTL3-AS1
ENSG00000301160,novel transcript,lncRNA,
ENSG00000301183,novel transcript,lncRNA,
ENSG00000065534,myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590],protein_coding,MYLK
ENSG00000301188,novel transcript,lncRNA,
ENSG00000255161,Spi-C transcription factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56809],processed_pseudogene,SPICP1
ENSG00000290337,novel transcript,lncRNA,
ENSG00000279000,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15132],protein_coding,OR10A6
ENSG00000301201,novel transcript,lncRNA,
ENSG00000233312,"complement component 4B (Chido/Rodgers blood group), copy 2 [Source:HGNC Symbol;Acc:HGNC:42398]",protein_coding,C4B_2
ENSG00000302156,novel transcript,lncRNA,
ENSG00000301211,"novel transcript, antisense to STRBP",lncRNA,
ENSG00000172362,olfactory receptor family 5 subfamily B member 12 [Source:HGNC Symbol;Acc:HGNC:15432],protein_coding,OR5B12
ENSG00000301231,novel transcript,lncRNA,
ENSG00000162493,podoplanin [Source:HGNC Symbol;Acc:HGNC:29602],protein_coding,PDPN
ENSG00000237626,novel transcript,lncRNA,
ENSG00000302166,novel transcript,lncRNA,
ENSG00000176742,olfactory receptor family 51 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:19597],protein_coding,OR51V1
ENSG00000280314,olfactory receptor family 8 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15313],protein_coding,OR8K3
ENSG00000296300,"novel transcript, antisense to NEBL",lncRNA,
ENSG00000289506,DDIT4 antisense RNA 1 [Source:NCBI gene (formerly Entrezgene);Acc:110806271],lncRNA,DDIT4-AS1
ENSG00000172457,olfactory receptor family 9 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:15322],protein_coding,OR9G4
ENSG00000301019,novel transcript,lncRNA,
ENSG00000302180,novel transcript,lncRNA,
ENSG00000226232,"nuclear pore complex interacting protein family member B14, pseudogene [Source:HGNC Symbol;Acc:HGNC:41990]",transcribed_unprocessed_pseudogene,NPIPB14P
ENSG00000302182,novel transcript,lncRNA,
ENSG00000287023,novel transcript,lncRNA,
ENSG00000133805,adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470],protein_coding,AMPD3
ENSG00000302188,novel transcript,lncRNA,
ENSG00000278848,TP53 target 3 family member F [Source:HGNC Symbol;Acc:HGNC:51817],protein_coding,TP53TG3F
ENSG00000301040,novel transcript,lncRNA,
ENSG00000301115,novel transcript,lncRNA,
ENSG00000302196,novel transcript,lncRNA,
ENSG00000302216,novel transcript,lncRNA,
ENSG00000204949,FAM83A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48658],lncRNA,FAM83A-AS1
ENSG00000301142,novel transcript,lncRNA,
ENSG00000282927,kinase suppressor of ras 1 (KSR1) pseudogene,processed_pseudogene,
ENSG00000258583,long intergenic non-protein coding RNA 1500 [Source:HGNC Symbol;Acc:HGNC:51166],lncRNA,LINC01500
ENSG00000262090,"protein phosphatase 2, regulatory subunit B'', beta (PPP2R3B) pseudogene",processed_pseudogene,
ENSG00000260626,novel transcript,lncRNA,
ENSG00000261405,CHEK2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:55703],transcribed_unprocessed_pseudogene,CHEK2P6
ENSG00000260518,BMS1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:49152],transcribed_unprocessed_pseudogene,BMS1P8
ENSG00000302262,novel transcript,lncRNA,
ENSG00000289521,novel transcript,lncRNA,
ENSG00000296319,"novel transcript, sense intronic to NEBL",lncRNA,
ENSG00000261580,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:48696],processed_pseudogene,ENPP7P13
ENSG00000296320,novel transcript,lncRNA,
ENSG00000296323,novel transcript,lncRNA,
ENSG00000270467,immunoglobulin heavy variable 3/OR16-12 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5636],IG_V_gene,IGHV3OR16-12
ENSG00000301296,novel transcript,lncRNA,
ENSG00000301319,novel transcript,lncRNA,
ENSG00000301340,"novel transcript, antisense to KLHL9 and IFNA5",lncRNA,
ENSG00000261153,ADAM metallopeptidase domain 21 (ADAM21) pseudogene,processed_pseudogene,
ENSG00000302282,novel transcript,lncRNA,
ENSG00000271178,immunoglobulin heavy variable 3/OR16-13 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5637],IG_V_gene,IGHV3OR16-13
ENSG00000296335,novel transcript,lncRNA,
ENSG00000270924,novel IGHV pseudogene,unprocessed_pseudogene,
ENSG00000302318,novel transcript,lncRNA,
ENSG00000301342,"novel transcript, antisense to TTLL11",lncRNA,
ENSG00000302325,"novel transcript, antisense to NRG1",lncRNA,
ENSG00000271691,novel IGHV pseudogene,unprocessed_pseudogene,
ENSG00000296336,"novel transcript, antisense to NEBL",lncRNA,
ENSG00000302349,"novel transcript, antisense to ADGRA2",lncRNA,
ENSG00000287047,"novel transcript, antisense to SORCS1",lncRNA,
ENSG00000254775,novel transcript,lncRNA,
ENSG00000260312,novel transcript,lncRNA,
ENSG00000270318,immunoglobulin heavy variable 3/OR16-11 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5635],IG_V_pseudogene,IGHV3OR16-11
ENSG00000270111,CELF2 divergent transript [Source:HGNC Symbol;Acc:HGNC:54157],lncRNA,CELF2-DT
ENSG00000260525,immunoglobulin heavy variable region (IGHV) pseudogene,unprocessed_pseudogene,
ENSG00000260781,Rho GTPase activating protein 23 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45039],transcribed_unprocessed_pseudogene,ARHGAP23P1
ENSG00000301354,novel transcript,lncRNA,
ENSG00000290419,novel transcript,lncRNA,
ENSG00000271620,immunoglobulin heavy variable 3/OR16-7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5642],IG_V_pseudogene,IGHV3OR16-7
ENSG00000301418,novel transcript,lncRNA,
ENSG00000261607,novel immunoglobulin heavy variable (IGHV) pseudogene,unprocessed_pseudogene,
ENSG00000301432,"novel transcript, antisense to DOCK8 and LOF:DOCK8",lncRNA,
ENSG00000259842,immunoglobulin heavy variable 3/OR16-16 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5640],unprocessed_pseudogene,IGHV3OR16-16
ENSG00000281769,long intergenic non-protein coding RNA 1230 [Source:HGNC Symbol;Acc:HGNC:49686],lncRNA,LINC01230
ENSG00000302367,novel transcript,lncRNA,
ENSG00000198373,WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804],protein_coding,WWP2
ENSG00000232063,novel transcript,lncRNA,
ENSG00000302388,novel transcript,lncRNA,
ENSG00000302393,"novel transcript, antisense to DOCK5",lncRNA,
ENSG00000225269,long intergenic non-protein coding RNA 705 [Source:HGNC Symbol;Acc:HGNC:27874],lncRNA,LINC00705
ENSG00000289275,novel transcript,lncRNA,
ENSG00000302402,novel transcript,lncRNA,
ENSG00000288752,"novel transcript, antisense to RPL30",lncRNA,
ENSG00000301542,"novel transcript, antisense to TRPM3",lncRNA,
ENSG00000301585,"novel transcript, antisense to TLE1",lncRNA,
ENSG00000302425,novel transcript,lncRNA,
ENSG00000301606,"novel transcript, antisense to AOPEP",lncRNA,
ENSG00000301611,novel transcript,lncRNA,
ENSG00000301627,"novel transcript, antisense to LPAR1",lncRNA,
ENSG00000302437,novel transcript,lncRNA,
ENSG00000302443,novel transcript,lncRNA,
ENSG00000302451,"novel transcript, antisense to ATP6V0D2",lncRNA,
ENSG00000301664,"novel transcript, sense intronic to ROR2",lncRNA,
ENSG00000162542,transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393],protein_coding,TMCO4
ENSG00000259070,long intergenic non-protein coding RNA 639 [Source:HGNC Symbol;Acc:HGNC:27502],lncRNA,LINC00639
ENSG00000302453,novel transcript,lncRNA,
ENSG00000290398,ASNS pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:389652],lncRNA,ASNSP1
ENSG00000301712,novel transcript,lncRNA,
ENSG00000296361,novel transcript,lncRNA,
ENSG00000301759,"novel transcript, antisense to GLDC",lncRNA,
ENSG00000227200,novel transcript,lncRNA,
ENSG00000296365,novel transcript,lncRNA,
ENSG00000301798,novel transcript,lncRNA,
ENSG00000224788,long intergenic non-protein coding RNA 2670 [Source:HGNC Symbol;Acc:HGNC:54156],lncRNA,LINC02670
ENSG00000296377,novel transcript,lncRNA,
ENSG00000296387,novel transcript,lncRNA,
ENSG00000271586,"ribosomal protein L18a, pseudogene",processed_pseudogene,
ENSG00000150967,ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50],protein_coding,ABCB9
ENSG00000301804,"novel transcript, sense intronic to NEK6",lncRNA,
ENSG00000105953,oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124],protein_coding,OGDH
ENSG00000301855,"novel transcript, antisense to PCSK5",lncRNA,
ENSG00000296389,novel transcript,lncRNA,
ENSG00000301859,novel transcript,lncRNA,
ENSG00000296396,novel transcript,lncRNA,
ENSG00000301889,"novel transcript, antisense to NXNL2",lncRNA,
ENSG00000296397,novel transcript,lncRNA,
ENSG00000301907,novel transcript,lncRNA,
ENSG00000301920,novel transcript,lncRNA,
ENSG00000227463,novel transcript,lncRNA,
ENSG00000224817,long intergenic non-protein coding RNA 3046 [Source:HGNC Symbol;Acc:HGNC:56262],lncRNA,LINC03046
ENSG00000232577,novel transcript,lncRNA,
ENSG00000239882,"cytochrome P450 family 21 subfamily A member 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:2599]",transcribed_unprocessed_pseudogene,CYP21A1P
ENSG00000225434,long intergenic non-protein coding RNA 1504 [Source:HGNC Symbol;Acc:HGNC:51185],lncRNA,LINC01504
ENSG00000086666,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],protein_coding,ZFAND6
